timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-30T01:09:49,codecarbon,0a8de768-84f7-4439-afdd-a596a6ef3eae,36.58681297302246,1.5138782976169174e-05,4.137770345652096e-07,2.525444444444444,0.0168888888888888,3.0,4.350103253549264e-05,1.769454840892627e-07,2.8248454928398132e-05,7.192643294798004e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:10:05,codecarbon,31d9eeef-0d86-4743-ba0c-20e5a1e31df6,14.931549072265623,1.788439810994038e-06,1.1977590552315484e-07,0.4058,0.0130999999999999,3.0,1.0073080963426166e-06,4.334551331732007e-08,7.446469068527222e-06,8.497122678187159e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:10:36,codecarbon,42f568f8-c460-4772-8a9d-e49c21c93a9c,29.284080982208252,9.49101362198502e-06,3.241014675431117e-07,0.2485999999999999,0.0194999999999999,3.0,3.028680878180928e-05,1.245941944254769e-07,1.4681703646977745e-05,4.50931066232125e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:10:59,codecarbon,72981386-c8dd-4214-af6f-cb0529808d01,19.27790904045105,2.7044330279014264e-06,1.4028663701165334e-07,0.4568,0.0158,3.0,1.6885986210505166e-06,7.139419978194768e-08,1.1089139183362323e-05,1.284913200419479e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:11:16,codecarbon,e637f110-a85d-415b-8516-489dcbc87176,14.292215824127195,1.6134257261790994e-06,1.1288842444258493e-07,0.325,0.015,3.0,7.447227901882597e-07,4.7201642394065866e-08,6.873682339986166e-06,7.665606772568492e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:11:30,codecarbon,e9a6900f-d4c3-46ed-9796-c2c63bac8f94,12.908446311950684,1.3652736234738413e-06,1.0576591407517932e-07,0.3341999999999999,0.0139,3.0,6.464009401400883e-07,3.8253664784961286e-08,5.801947514216105e-06,6.486602119141154e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:11:49,codecarbon,f7649857-fbed-4e0a-a939-2792526d7e27,15.842019081115724,1.9651183574360327e-06,1.2404469072875484e-07,0.3682999999999999,0.0139999999999999,3.0,1.015454662243525e-06,5.0081290139092336e-08,8.271010716756185e-06,9.336546669138802e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:12:03,codecarbon,1fe64919-9e1a-422c-bf48-ed0a7604c8e5,11.685640811920166,1.0883779146518772e-06,9.3138059963443e-08,0.2292,0.0157,3.0,3.643774969577789e-07,3.7916807015736895e-08,4.768738349278768e-06,5.1710326532522836e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:12:20,codecarbon,533e2803-4531-40ae-bcc7-f9139eeedfe0,16.002021312713623,1.9962373183879924e-06,1.2474907259384662e-07,0.3863,0.0141,3.0,1.0762131649189525e-06,5.09004800717036e-08,8.357283473014832e-06,9.484397118005486e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:12:39,codecarbon,b31ea78c-3231-4475-8089-a4d261d5296b,15.721076965332031,1.9515175168396247e-06,1.2413383136175037e-07,0.3802,0.0147,3.0,1.0370816653701992e-06,5.2082287251949307e-08,8.18276325861613e-06,9.271927211238278e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:12:54,codecarbon,e4e7c3cd-225a-44d4-b682-eb96789c0060,11.718794107437134,1.13774067941066e-06,9.708683922423489e-08,0.3561999999999999,0.011,3.0,5.709192324876785e-07,2.6697788304752777e-08,4.807944893836975e-06,5.405561914629406e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:13:06,codecarbon,3007f865-df10-4907-8b27-5efefe7459c9,11.577865839004517,1.0829072171033351e-06,9.35325415030414e-08,0.283,0.0122999999999999,3.0,4.410146974855001e-07,2.9337542891502376e-08,4.6746883789698285e-06,5.14504061934683e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:13:27,codecarbon,106e3df9-e08a-448b-b6f1-ad754bb9bcb7,16.467504024505615,2.1918505655842277e-06,1.3310156550273142e-07,0.5461,0.0128999999999999,3.0,1.5963853058218956e-06,4.831036370992659e-08,8.769086798032124e-06,1.0413782467563946e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:13:45,codecarbon,679c9179-32cd-4c5c-b0ff-81290678dfbd,16.417553901672363,2.280278924314133e-06,1.3889273261845992e-07,0.7179000000000001,0.0147999999999999,3.0,2.0814491136868796e-06,5.5132092025544896e-08,8.697336514790852e-06,1.0833917720503275e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:14:08,codecarbon,1e23438e-1d7f-45ba-9479-e3161989099a,22.05465793609619,1.1624064509888865e-05,5.270571207030198e-07,0.5194,0.0156,3.0,2.9126977020316652e-05,1.6061328333837013e-07,2.593993345896403e-05,5.522752376261905e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:14:28,codecarbon,74799322-02c1-4f7a-a7ab-6fb98fc59890,15.940115928649902,2.0561253796861885e-06,1.289906164352682e-07,0.5067,0.0145999999999999,3.0,1.404055968940258e-06,5.2533184568087267e-08,8.312344352404277e-06,9.768933505912624e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:14:44,codecarbon,0dd2d59c-70b9-40fc-a213-a23cb581e620,14.574104070663452,1.7579276985111266e-06,1.206199496029193e-07,0.4909,0.0137999999999999,3.0,1.168363175339169e-06,4.431891544659932e-08,7.1394733587900794e-06,8.352155449575847e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:14:59,codecarbon,d049391a-53a4-4208-81c0-0d26e2991f46,14.615984916687012,1.6546257757228594e-06,1.132065875241689e-07,0.2561,0.0139,3.0,6.14810853931639e-07,4.4872195574972376e-08,7.2016708056132e-06,7.861353855119812e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:15:16,codecarbon,ab33a38e-2bf7-43ac-ae2f-70dd37d73726,13.157081127166748,1.383517060118895e-06,1.051537986842848e-07,0.3115,0.012,3.0,6.157363441917632e-07,3.3780322869618736e-08,5.923762520154317e-06,6.5732791872157e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:15:30,codecarbon,0fb8fcc6-442c-4cea-8026-f5c430657847,12.778831243515016,1.2782779011731853e-06,1.0003089303036884e-07,0.1814,0.0226,3.0,3.428170781532924e-07,6.135138714313507e-08,5.669105052947998e-06,6.0732735182444256e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:15:55,codecarbon,77cd024e-bfb2-4357-be80-dde201433195,21.04515790939331,1.032699169966151e-05,4.907063061309772e-07,5.3285,0.0245,3.0,2.3655392222841577e-05,1.8393857585721546e-07,2.5225622256596883e-05,4.906495305529568e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:16:25,codecarbon,20cb6ea9-3d56-4844-9b4b-ca5c091e987d,28.327852964401245,8.926451859750877e-06,3.1511219261722653e-07,0.2633,0.0132,3.0,2.8455245035648345e-05,7.558096026049722e-08,1.387997031211853e-05,4.241079630802737e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:16:57,codecarbon,eac18471-2bff-432a-a1dd-2273eb9fafaf,28.443963050842285,8.954781913776207e-06,3.148218796997431e-07,0.2424,0.0161,3.0,2.8482346155484515e-05,7.989244786236021e-08,1.3983157674471535e-05,4.2545396277818414e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:17:26,codecarbon,766d0f99-5eb1-443e-a806-12fcbd16f4dc,27.20834994316101,8.830033940200317e-06,3.245339742632868e-07,0.2178999999999999,0.0131,3.0,2.898015013713307e-05,7.126453921529983e-08,1.2901286880175274e-05,4.195270155652364e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:17:47,codecarbon,f6ac9866-6c76-428f-ad2d-a1b85f448787,16.52852201461792,2.131549020888772e-06,1.289618647694947e-07,0.4241,0.0136999999999999,3.0,1.24803723547856e-06,5.1502585748831426e-08,8.827741742134094e-06,1.0127281563361485e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:18:03,codecarbon,aea3846f-cd20-4279-9837-2e88b56cf207,14.742631912231444,1.7371559615658897e-06,1.1783214638389185e-07,0.3534,0.0110999999999999,3.0,8.660096249580383e-07,3.62725639740626e-08,7.351183891296387e-06,8.253466080228488e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:18:32,codecarbon,0bc0a693-8ef5-450c-aa4d-390805df744c,28.18565082550049,9.21271288329664e-06,3.268582634594194e-07,0.1122,0.0141999999999999,3.0,2.9966165688951817e-05,7.620193077458277e-08,1.3728494048118593e-05,4.377086166784499e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:19:05,codecarbon,2349290d-34fe-496a-a5e3-35003dc30a3d,28.785865783691406,9.358493272136666e-06,3.251072363937273e-07,0.5594999999999999,0.0198999999999999,3.0,3.025136635714108e-05,1.0405175829595992e-07,1.4108066161473594e-05,4.4463484276910624e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:19:30,codecarbon,5d42ad51-7053-41fe-a03a-1d1f621759c9,22.9541699886322,1.4991274314598429e-05,6.530959003101698e-07,3.089142857142857,0.0178,3.0,4.431114092831195e-05,1.6601212253173193e-07,2.674844602743785e-05,7.122559907828154e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:19:52,codecarbon,90207b9b-e737-4206-bfe1-6097aea5d002,18.88903784751892,2.543545706113302e-06,1.346572401752796e-07,0.3395,0.0131,3.0,1.22271120429039e-06,5.793476736545563e-08,1.0804088314374289e-05,1.2084734286030135e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:20:14,codecarbon,fb31e889-a4ff-4f49-8169-fd6f927de76a,18.60408878326416,2.510414137361565e-06,1.3493883880084896e-07,0.3778,0.0121,3.0,1.3282083793481192e-06,5.25440541240904e-08,1.0546569228172302e-05,1.1927321661644512e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:20:35,codecarbon,522113f7-593c-453a-91af-b7449fd84288,20.635231018066406,2.809162100276519e-06,1.361342694839259e-07,0.2476,0.0111999999999999,3.0,1.0134208216667176e-06,5.4968199941847056e-08,1.227832516034444e-05,1.3346714181953005e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:21:00,codecarbon,2637e471-9de3-40c1-b546-2e957953fa78,20.711534023284912,2.803354591314595e-06,1.353523398200697e-07,0.2331,0.013,3.0,9.55695827662945e-07,6.40068390634325e-08,1.2299419244130454e-05,1.331912191085683e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:21:26,codecarbon,40ec536e-c5b5-46b5-9257-8a0283845c28,25.4983868598938,1.2627349849100652e-05,4.9522151807031e-07,0.2139,0.0121,3.0,3.108688564941618e-05,8.683522618479201e-08,2.8820549050966894e-05,5.9994269926567875e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:21:49,codecarbon,575bee3b-2ee4-4802-af95-9c475c876db8,19.597808837890625,2.6517547666117143e-06,1.3530873724437918e-07,0.3056,0.0121,3.0,1.1596384132173323e-06,5.589781844615936e-08,1.138331413269043e-05,1.259885036435392e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:22:13,codecarbon,dded0427-ed98-4c87-96e5-eb26f69922f8,21.70433211326599,1.012969855472278e-05,4.667132119919675e-07,2.0995,0.0154,3.0,2.2255321775122927e-05,1.4480610863367718e-07,2.5727458397547405e-05,4.812758628130401e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:22:28,codecarbon,8e93e18e-d9b3-4650-9ec2-163b24b1c821,11.424398183822632,1.0462803287902526e-06,9.158297110755681e-08,0.2211999999999999,0.0132,3.0,3.392519413630168e-07,3.1069965998331704e-08,4.6006993452707925e-06,4.971021252632141e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:22:41,codecarbon,905ff258-3133-4cd9-8f23-b564f23b3050,11.483352184295654,1.0498042980513474e-06,9.141967268817493e-08,0.2712,0.0148,3.0,4.106734296480815e-07,3.4519775099224515e-08,4.542570908864339e-06,4.987764113611645e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:23:08,codecarbon,00f2f8d9-646e-4041-ae11-9f71935cff20,24.738250017166138,1.4465680318470452e-05,5.847495400213258e-07,2.2275555555555555,0.0130999999999999,3.0,4.06357060569304e-05,8.01873386700948e-08,2.801253656546275e-05,6.872842996106324e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:23:37,codecarbon,1390e025-0695-421a-a545-b82f87fed855,25.46104121208191,1.256688580617165e-05,4.935731300811196e-07,0.2408,0.0129999999999999,3.0,3.0813967832869956e-05,1.0057215359475876e-07,2.879245698451996e-05,5.970699697098468e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:23:47,codecarbon,13cb1cbe-7248-4317-b8f0-10501e03ddc6,8.258546113967896,4.530759509478582e-07,5.4861466497300164e-08,0.4434,0.0119999999999999,3.0,2.7500051430861156e-07,1.7569506963094073e-08,1.860055923461914e-06,2.1526259447336195e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:24:15,codecarbon,90679ac8-c20b-4ff1-89c3-f14d0f961cf3,27.009079217910767,8.538997867557534e-06,3.161528683989713e-07,0.3451,0.0120999999999999,3.0,2.7766710790110955e-05,1.0068780445390277e-07,1.2702550689379373e-05,4.056994928394422e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:24:58,codecarbon,7d7261b9-326e-4b7e-92f1-c3918530658f,39.2480890750885,2.0783476556890793e-05,5.295411075206323e-07,3.9562,0.0164999999999999,3.0,6.787597807537848e-05,1.571519485645824e-07,3.0712015827496845e-05,9.874514585143992e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:25:41,codecarbon,df52932c-d915-4bbc-9221-e2db564479b5,39.13805389404297,1.9772893094078864e-05,5.052088984191524e-07,4.617333333333334,0.0197,3.0,6.345728527967797e-05,1.513256226645576e-07,3.033511439959208e-05,9.394372530193462e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:25:58,codecarbon,13a2b5a3-320c-4c25-bb78-4e0b8c41f533,13.126984119415283,1.4506171351768238e-06,1.1050650491999217e-07,0.43,0.0141999999999999,3.0,8.590464843644035e-07,4.0067466325230066e-08,5.992966890335083e-06,6.892080841024717e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:26:15,codecarbon,a9a6a099-95ed-4208-ac08-4cf416900a6b,13.932180166244509,1.589043204545093e-06,1.1405560261093209e-07,0.3735,0.0139,3.0,8.312697198987008e-07,4.2352320121394264e-08,6.676140030225118e-06,7.549762070245213e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:26:34,codecarbon,21e923eb-fd89-4095-ae7e-115a31ea1e6d,18.526432991027832,2.4181315975812996e-06,1.305233230137921e-07,0.2666,0.012,3.0,9.334695199728014e-07,5.1855173110961914e-08,1.0503549973169962e-05,1.1488874666253726e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:26:48,codecarbon,09dbe0e9-c718-4b21-bd21-b8757ec80bf1,9.987801790237429,7.868580176433779e-07,7.878190158043505e-08,0.2929,0.0139,3.0,3.3018696459796706e-07,2.7020113190015155e-08,3.3812632163365687e-06,3.738470294124551e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:27:08,codecarbon,d451ed94-7bd1-4ff3-83de-7103d62a423d,17.747809886932373,2.823611957165993e-06,1.5909636034838332e-07,1.1465,0.012,3.0,3.696093378265699e-06,4.84681232770284e-08,9.670805931091309e-06,1.3415367432634036e-05,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
2024-04-30T01:27:22,codecarbon,f5d8bbfd-0e01-4930-8279-a262fedaf3f7,13.859889268875122,1.6185240352948787e-06,1.1677755888927382e-07,0.46299999999999997,0.013799999999999998,3.0,1.0226222040255866e-06,4.1793836673100784e-08,6.6254134972890215e-06,7.689829537987708e-06,United States,USA,new york,,,macOS-14.4.1-arm64-arm-64bit,3.11.5,2.3.5,8,Apple M2,1,Apple M2,-78.8475,42.9732,8.0,machine,N,1.0
